"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
236,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IT","X","F","ST","Y",284286,394150
237,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BEIL","X","OP","ST","Y",397313,397313
238,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BM","X","F","SC","Y",291481,398480
239,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","MECH","X","F","UR","Y",399520,399520
240,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EL","X","OP","OBC","Y",128562,403334
241,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","F","OBC","Y",383076,404890
242,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","X","OP","SC","Y",292676,412266
243,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","INOT","X","OP","EWS","Y",323906,412536
244,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","S","OP","UR","Y",389060,422462
245,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","CE","X","F","ST","Y",298089,430248
246,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CHEM","X","OP","SC","Y",433074,433074
247,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EC","X","F","UR","Y",284406,439114
248,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EEIOT","S","OP","UR","Y",453450,453450
249,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","OP","UR","Y",305096,457684
250,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IT","S","OP","SC","Y",458302,458302
251,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","INOT","X","F","UR","Y",300859,460831
252,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","X","F","SC","Y",388317,462171
253,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSD","X","F","SC","Y",323716,466243
254,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IT","H","OP","UR","Y",469469,469469
255,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","INOT","X","OP","UR","Y",289232,470637
256,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","AIADS","X","OP","ST","Y",471647,471647
257,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EE","NCC","OP","UR","Y",474059,474059
258,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EE","FF","OP","UR","Y",474450,474450
259,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","Electronics and Telecommunications","X","F","ST","Y",288660,479942
260,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EC","X","OP","UR","Y",205742,482407
261,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","F","OBC","Y",204737,485656
262,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","X","OP","EWS","Y",143381,487024
263,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IP","X","F","SC","Y",360804,487363
264,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","NCC","OP","UR","Y",503958,503958
265,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EE","X","F","ST","Y",396167,506755
266,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","FF","OP","UR","Y",498171,509001
267,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EC","X","OP","OBC","Y",201682,510384
268,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","S","OP","OBC","Y",510488,510488
269,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","Electronics and Telecommunications","X","OP","ST","Y",338828,516436
270,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","NCC","F","UR","Y",520024,520024
271,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IP","S","OP","UR","Y",521568,521568
272,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EEIOT","X","OP","OBC","Y",247607,533350
273,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CHEM","X","F","OBC","Y",531687,543047
274,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EE","X","OP","ST","Y",303960,553658
275,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","MECH","X","F","ST","Y",464512,557591
276,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","F","UR","Y",325937,562352
277,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSD","X","OP","SC","Y",242431,567644
278,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","IT","X","F","SC","Y",355474,568314
279,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","X","F","OBC","Y",180387,568663
280,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","OP","EWS","Y",317039,570660
281,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EE","NCC","OP","UR","Y",572341,572341
282,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIAIDS","X","OP","SC","Y",221298,575481
283,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","CSE","H","OP","SC","Y",577746,577746
284,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IT","H","OP","SC","Y",578285,578285
285,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","X","OP","SC","Y",172297,580021
286,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EC","X","OP","SC","Y",581772,581772
287,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","MECH","X","OP","ST","Y",297259,587774
288,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSEBC","S","OP","OBC","Y",588966,588966
289,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MAC","X","OP","SC","Y",589877,589877
290,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EI","X","F","ST","Y",551915,590317
291,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EL","S","OP","UR","Y",590468,590468
292,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIML","X","F","SC","Y",589276,592273
293,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIAIDS","S","F","UR","Y",615644,615644
294,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","X","OP","UR","Y",128652,615954
295,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","INOT","X","OP","OBC","Y",343524,633448
296,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","CE","S","OP","UR","Y",230875,633834
297,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","H","F","OBC","Y",635617,635617
298,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BM","X","F","ST","Y",322698,652017
299,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIML","X","OP","ST","Y",664921,664921
300,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BM","X","OP","ST","Y",624535,667888
301,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CHEM","X","OP","EWS","Y",299823,676855
302,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","FF","OP","UR","Y",682062,682062
303,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","OP","SC","Y",684692,684692
304,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","X","F","ST","Y",369650,686822
305,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BM","X","OP","SC","Y",376665,688854
306,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EL","S","OP","OBC","Y",696395,696395
307,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIAIDS","X","OP","ST","Y",531710,701879
308,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","OP","ST","Y",711678,711678
309,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","AIML","X","OP","SC","Y",305552,718489
310,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSEBC","X","F","SC","Y",534614,720546
311,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","ITIOT","X","F","SC","Y",555713,722871
312,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CE","X","F","ST","Y",725565,725565
313,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","X","F","ST","Y",734353,734353
314,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","OP","ST","Y",740390,740390
315,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","Electronics and Telecommunications","S","F","UR","Y",743778,743778
316,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","EI","X","OP","ST","Y",534176,745885
317,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CE","X","F","OBC","Y",750710,750710
318,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","X","F","UR","Y",363084,751010
319,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","H","F","UR","Y",755386,755386
320,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IP","X","OP","SC","Y",424816,763407
321,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","NCC","F","UR","Y",786632,786632
322,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EE","S","OP","UR","Y",259759,793584
323,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BEIL","X","F","SC","Y",799423,799423
324,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","NCC","OP","UR","Y",803131,803131
325,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CHEM","X","F","UR","Y",102365,810445
326,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","Electronics and Telecommunications","X","OP","SC","Y",339665,815244
327,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","OP","UR","Y",377949,816206
328,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EC","X","F","SC","Y",820043,820043
329,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","OP","SC","Y",508311,822317
330,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CE","X","OP","SC","Y",807087,827833
331,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","X","OP","ST","Y",829258,829258
332,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSD","X","OP","ST","Y",415617,849228
333,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","S","OP","UR","Y",850401,850401
334,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","IT","H","OP","UR","Y",852684,852684
335,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","BM","S","OP","OBC","Y",864120,864120
336,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CE","X","OP","EWS","Y",282499,875696
337,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CE","X","F","SC","Y",357522,878016
338,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","X","OP","ST","Y",429070,879001
339,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MAC","X","OP","ST","Y",885062,885062
340,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","ITIOT","X","OP","SC","Y",436186,892176
341,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","MECH","X","OP","EWS","Y",571433,892894
342,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","MECH","X","OP","UR","Y",416891,915473
343,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","ITAIAR","X","F","SC","Y",813350,924890
344,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","AIADS","X","OP","SC","Y",506963,931764
345,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IP","X","F","ST","Y",934394,934394
346,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","X","OP","ST","Y",303837,935989
347,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","F","UR","Y",263762,942839
348,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","F","SC","Y",950036,950036
349,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","ITAIAR","X","OP","SC","Y",506240,960774
350,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CE","X","F","UR","Y",954042,964931
351,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSE","X","F","ST","Y",558699,967734
352,"Government Aided","Shri G.S. Institute of Technology & Science, Indore (M.P.) (1952)","IT","H","F","OBC","Y",979460,979460
353,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","CSEBC","X","OP","SC","Y",449232,1013886
354,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","EE","X","F","SC","Y",717149,1017639
355,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CSE","X","F","UR","N",1021411,1021411
356,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EE","X","F","SC","Y",725061,1025666
357,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","EL","X","OP","SC","Y",520730,1026478
358,"Government Aided","Samrat Ashok Technological Institute, Vidisha (1960)","IT","X","OP","SC","Y",395833,1030518
359,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","MECH","X","OP","OBC","Y",251769,1032782
360,"Government Aided","Madhav Institute of Technology and Science, Gwalior (1957)","CHEM","X","OP","OBC","Y",229425,1033160
